YEARYY,HOSPID,HOSPNAME,SPECIALNAME,CODE2,CODE3,CODE5,CODE8,CODE9,CODE10,CODE11,,
100Q1,3501202396,慶如診所                                                    ,診所                ,66.00,4.45,0.9848,1,10,n,,,
100Q1,1502021071,三泰醫院                                                    ,地區醫院            ,144.00,3.69,0.9513,1,18,y,y,,
100Q1,0102020011,高雄市立聯合醫院                                            ,區域醫院            ,150.00,3.77,0.9600,2,21,y,,,
100Q1,3502020549,腎美診所                                                    ,診所                ,184.00,3.85,0.9021,1,,y,n,,
100Q1,3502030036,田源診所                                                    ,診所                ,87.00,3.98,0.9770,1,,n,n,,
100Q1,3502033260,東陽診所                                                    ,診所                ,56.00,3.87,0.9821,1,,n,n,,
100Q1,0602030026,高雄榮民總醫院                                              ,醫學中心            ,191.00,3.97,0.9790,12,29,y,y,,
100Q1,0502030015,國軍高雄總醫院左營分院附設民眾診療服務處                    ,區域醫院            ,91.00,4.07,1.0000,3,12,y,,,
100Q1,3502033313,裕生診所                                                    ,診所                ,100.00,3.89,0.9800,1,,n,n,,
100Q1,3502032398,龍華診所                                                    ,診所                ,82.00,4.04,0.9756,1,,n,n,,
100Q1,1502041117,右昌聯合醫院                                                ,地區醫院            ,63.00,3.91,0.9523,1,6,y,y,,
100Q1,3502040818,佑強診所                                                    ,診所                ,134.00,3.93,0.9925,2,,n,n,,
100Q1,1502040021,健仁醫院                                                    ,地區醫院            ,31.00,3.85,0.9354,1,9,y,,,
100Q1,3502042250,楠華診所                                                    ,診所                ,54.00,3.69,0.9629,1,,n,n,,
100Q1,3502040774,興義診所                                                    ,診所                ,123.00,4.10,0.9918,2,,n,n,,
100Q1,1502050296,文雄醫院                                                    ,地區醫院            ,90.00,3.80,0.9777,1,10,y,,,
100Q1,1502051435,宏明醫院                                                    ,地區醫院            ,73.00,4.25,1.0000,1,10,y,,,
100Q1,3502054296,長清診所                                                    ,診所                ,132.00,3.89,0.9924,2,,y,n,,
100Q1,3502054563,建安診所                                                    ,診所                ,111.00,3.74,0.9909,1,,n,n,,
100Q1,3502054536,茂田診所                                                    ,診所                ,105.00,4.01,1.0000,1,,n,n,,
100Q1,1502050170,祐生醫院                                                    ,地區醫院            ,42.00,3.81,0.9523,1,7,n,,,
100Q1,1302050014,財團法人私立高雄醫學大學附設中和紀念醫院                    ,醫學中心            ,246.00,4.04,0.9634,15,39,y,y,,
100Q1,3502054698,德恩內科診所                                                ,診所                ,102.00,3.96,0.9803,1,,n,n,,
100Q1,1502060149,惠仁醫院                                                    ,地區醫院            ,65.00,3.77,0.9692,1,8,y,,,
100Q1,3502072623,五福診所                                                    ,診所                ,60.00,3.95,1.0000,1,,n,n,,
100Q1,3502072418,好生診所                                                    ,診所                ,126.00,3.90,0.9603,1,,n,n,,
100Q1,4102071021,阮綜合醫療社團法人上順診所                                  ,診所                ,89.00,3.88,0.9662,3,,n,n,,
100Q1,0102070020,高雄市立大同醫院（委託財團法人私立高雄醫學大學附設中和紀念  ,區域醫院            ,43.00,3.57,1.0000,2,8,y,,,
100Q1,3502084187,吳三江內科診所                                              ,診所                ,136.00,4.26,0.9926,1,,y,n,,
100Q1,0902080013,阮綜合醫療社團法人阮綜合醫院                                ,區域醫院            ,186.00,3.83,0.9301,4,29,y,,,
100Q1,3502084481,佳明診所                                                    ,診所                ,71.00,4.28,1.0000,1,,n,n,,
100Q1,3502083608,昱泰診所                                                    ,診所                ,92.00,3.96,1.0000,1,,n,n,,
100Q1,3502083984,家綾診所                                                    ,診所                ,87.00,3.91,0.9770,1,,n,n,,
100Q1,1202080010,財團法人天主教聖功醫院                                      ,地區醫院            ,61.00,3.75,0.9836,1,9,y,,,
100Q1,0502080015,國軍高雄總醫院附設民眾診療服務處                            ,區域醫院            ,107.00,4.18,0.9719,3,17,y,y,,
100Q1,3502083877,愛欣診所                                                    ,診所                ,114.00,3.86,0.9912,1,,n,n,,
100Q1,3502083822,聖安診所                                                    ,診所                ,109.00,4.01,1.0000,1,,n,n,,
100Q1,3502098010,吉泰內科診所                                                ,診所                ,96.00,3.95,0.9895,1,,y,n,,
100Q1,3502097666,博佑診所                                                    ,診所                ,104.00,4.05,0.9615,1,,y,n,,
100Q1,3502112033,佳生診所                                                    ,診所                ,48.00,3.92,1.0000,1,,n,n,,
100Q1,3502112140,明港診所                                                    ,診所                ,127.00,3.99,0.9921,2,,n,n,,
100Q1,3502112113,高健診所                                                    ,診所                ,128.00,3.98,0.9296,1,,n,n,,
100Q1,1102110011,高雄市立小港醫院（委託財團法人私立高雄醫學大學經營）        ,區域醫院            ,241.00,3.93,0.9751,4,27,y,y,,
100Q1,0907370012,高雄市立旗津醫院〈委託阮綜合醫療社團法人阮綜合醫院經營〉    ,地區醫院            ,52.00,3.81,1.0000,,,n,n,,
100Q1,3511041083,元翔診所                                                    ,診所                ,80.00,3.92,1.0000,,9,n,,,
100Q1,3511040988,安基診所                                                    ,診所                ,76.00,3.95,0.9473,1,8,n,,,
100Q1,3511041074,高士振診所                                                  ,診所                ,185.00,3.97,0.9351,3,17,n,,,
100Q1,1111060015,長庚醫療財團法人基隆長庚紀念醫院                            ,區域醫院            ,390.00,3.76,0.9692,10,49,y,y,,
100Q1,0111070010,衛生福利部基隆醫院                                          ,區域醫院            ,163.00,3.61,0.9631,2,18,y,,,
100Q1,3512011276,安慎診所                                                    ,診所                ,270.00,3.98,0.9925,2,35,y,y,,
100Q1,3512013145,成民內科診所                                                ,診所                ,56.00,4.16,1.0000,,8,n,,,
100Q1,3512013510,宜暘診所                                                    ,診所                ,50.00,3.81,0.9800,1,7,n,,,
100Q1,1512011185,南門綜合醫院                                                ,地區醫院            ,65.00,3.90,1.0000,2,9,n,,,
100Q1,1112010519,財團法人馬偕紀念醫院新竹分院                                ,區域醫院            ,110.00,3.74,0.9545,4,15,y,,,
100Q1,1112010528,國泰醫療財團法人新竹國泰綜合醫院                            ,地區醫院            ,116.00,3.76,0.9396,2,21,n,,,
100Q1,3512040651,亞太診所                                                    ,診所                ,73.00,3.93,0.9726,1,9,y,,,
100Q1,3512042351,祥仁內科診所                                                ,診所                ,43.00,3.83,0.9767,1,5,n,,,
100Q1,1517011112,澄清綜合醫院                                                ,區域醫院            ,128.00,3.70,0.9843,1,16,y,y,,
100Q1,1317020519,中國醫藥大學附設醫院台中東區分院                            ,地區醫院            ,64.00,3.76,0.9531,1,6,n,,,
100Q1,1517020040,台新醫院                                                    ,地區醫院            ,146.00,4.05,1.0000,2,18,y,,,
100Q1,3517020873,兆揚內科診所                                                ,診所                ,104.00,3.99,1.0000,2,13,n,,,
100Q1,3517031698,世紀聯合門診崇安診所                                        ,診所                ,56.00,4.04,1.0000,1,9,n,,,
100Q1,3517033861,佑全診所                                                    ,診所                ,55.00,4.35,1.0000,1,10,n,,,
100Q1,3517033683,宏安診所                                                    ,診所                ,51.00,4.02,1.0000,1,6,n,,,
100Q1,3517031161,漢陽內科診所                                                ,診所                ,105.00,3.92,1.0000,2,15,n,,,
100Q1,0117030010,衛生福利部臺中醫院                                          ,區域醫院            ,137.00,3.25,0.9854,2,17,y,,,
100Q1,1317040011,中山醫學大學附設醫院                                        ,醫學中心            ,67.00,3.84,1.0000,3,16,y,y,,
100Q1,1317040039,中山醫學大學附設醫院中興分院                                ,地區醫院            ,143.00,4.01,0.9790,2,17,y,,,
100Q1,1317050017,中國醫藥大學附設醫院                                        ,醫學中心            ,400.00,3.92,0.9900,9,72,y,y,,
100Q1,3517051752,太原診所                                                    ,診所                ,124.00,3.78,1.0000,2,17,n,,,
100Q1,3517052535,文冠內科診所                                                ,診所                ,72.00,4.14,1.0000,1,13,n,,,
100Q1,1517051125,臺安醫院雙十分院                                            ,地區醫院            ,79.00,3.84,1.0000,1,12,n,,,
100Q1,3517054566,慶華診所                                                    ,診所                ,34.00,3.84,1.0000,1,5,n,,,
100Q1,3517064062,中科診所                                                    ,診所                ,37.00,3.91,1.0000,1,4,n,,,
100Q1,3517063047,傑安內科診所                                                ,診所                ,68.00,4.10,1.0000,1,10,n,,,
100Q1,0617060018,臺中榮民總醫院                                              ,醫學中心            ,203.00,3.93,0.9655,5,43,y,y,,
100Q1,1517061032,澄清綜合醫院中港分院                                        ,區域醫院            ,147.00,3.84,0.9863,2,21,y,y,,
100Q1,3517072813,大墩診所                                                    ,診所                ,58.00,3.98,1.0000,1,8,n,,,
100Q1,3517073123,佳楊診所                                                    ,診所                ,45.00,4.03,1.0000,1,8,n,,,
100Q1,0917070029,林新醫療社團法人林新醫院                                    ,區域醫院            ,156.00,3.81,0.9871,2,23,y,,,
100Q1,3517083656,中清診所                                                    ,診所                ,79.00,3.91,1.0000,1,9,n,,,
100Q1,3517083549,京冠診所                                                    ,診所                ,89.00,3.80,0.9775,1,11,n,,,
100Q1,1517080019,聯安醫院                                                    ,地區醫院            ,62.00,4.00,1.0000,1,7,n,,,
100Q1,0221010019,台南市立醫院                                                ,區域醫院            ,122.00,3.94,1.0000,2,17,y,y,,
100Q1,1121010018,台灣基督長老教會新樓醫療財團法人台南新樓醫院                ,區域醫院            ,188.00,3.95,0.9787,3,30,y,y,,
100Q1,3521010590,石內科診所                                                  ,診所                ,44.00,3.99,0.9772,1,6,n,,,
100Q1,3521012594,立福內科診所                                                ,診所                ,95.00,3.92,0.9684,1,11,n,y,,
100Q1,3521013582,康福內科診所                                                ,診所                ,78.00,3.90,0.9871,2,11,n,,,
100Q1,3521010027,蘇義華內科小兒科診所                                        ,診所                ,66.00,3.89,1.0000,2,9,y,,,
100Q1,3521022198,美侖診所                                                    ,診所                ,64.00,4.00,0.9375,1,8,y,,,
100Q1,3521020970,迦南內科診所                                                ,診所                ,116.00,4.08,0.9913,2,14,n,,,
100Q1,3521031768,光明內科診所                                                ,診所                ,58.00,4.07,1.0000,1,7,n,,,
100Q1,1521031104,郭綜合醫院                                                  ,區域醫院            ,231.00,3.85,1.0000,4,,y,n,,
100Q1,3521031786,謝智超達恩診所                                              ,診所                ,61.00,4.01,1.0000,1,7,n,,,
100Q1,3521042501,公園內科診所                                                ,診所                ,129.00,3.97,0.9767,1,14,n,,,
100Q1,3521042627,文賢內科診所                                                ,診所                ,53.00,3.93,0.9245,1,7,n,,,
100Q1,3521042672,弘典內科診所                                                ,診所                ,81.00,3.97,1.0000,2,11,n,,,
100Q1,3521042510,林建任內科診所                                              ,診所                ,106.00,3.97,0.9716,2,10,n,,,
100Q1,0421040011,國立成功大學醫學院附設醫院                                  ,醫學中心            ,37.00,4.07,1.0000,9,28,y,y,,
100Q1,3521041120,陳冠文內科診所（風典聯合門診）                              ,診所                ,158.00,3.97,0.9873,2,20,y,,,
100Q1,3521040712,福民內科診所                                                ,診所                ,116.00,4.03,0.9913,3,20,y,,,
100Q1,3521051564,十全診所                                                    ,診所                ,65.00,3.91,0.8461,1,6,y,,,
100Q1,1521051160,永和醫院                                                    ,地區醫院            ,216.00,4.03,0.9814,3,21,y,y,,
100Q1,3521052838,康健內兒科診所                                              ,診所                ,169.00,4.01,0.9881,2,26,y,y,,
100Q1,0121050011,衛生福利部臺南醫院                                          ,區域醫院            ,42.00,3.80,1.0000,2,9,n,,,
100Q1,3521062325,育堂診所                                                    ,診所                ,51.00,4.07,1.0000,1,7,y,,,
100Q1,3521060849,榮銘內科診所                                                ,診所                ,159.00,4.01,1.0000,2,18,n,,,
100Q1,1122010021,天主教中華聖母修女會醫療財團法人天主教聖馬爾定醫院          ,區域醫院            ,224.00,3.79,0.9910,3,33,y,y,,
100Q1,3522012794,宏醫診所                                                    ,診所                ,152.00,3.72,0.9934,2,18,n,,,
100Q1,1522011115,陽明醫院                                                    ,地區醫院            ,117.00,3.75,1.0000,1,15,n,,,
100Q1,1122010012,戴德森醫療財團法人嘉義基督教醫院                            ,區域醫院            ,383.00,3.86,0.9582,6,62,y,y,,
100Q1,3522023037,正安診所                                                    ,診所                ,166.00,3.68,0.9819,2,17,n,,,
100Q1,3522023680,安馨嘉義內科診所                                            ,診所                ,108.00,3.78,0.9814,1,12,n,,,
100Q1,0622020017,臺中榮民總醫院嘉義分院                                      ,區域醫院            ,37.00,3.79,1.0000,2,6,y,,,
100Q1,0122020517,衛生福利部嘉義醫院                                          ,地區醫院            ,77.00,3.22,1.0000,1,11,n,,,
100Q1,0931010016,中英醫療社團法人中英醫院                                    ,地區醫院            ,172.00,4.06,1.0000,2,25,n,,,
100Q1,3531016960,仁謙診所                                                    ,診所                ,52.00,3.85,0.9807,1,7,n,,,
100Q1,3531013763,昕隆診所                                                    ,診所                ,98.00,3.97,1.0000,1,12,n,,,
100Q1,1531010082,板新醫院                                                    ,地區醫院            ,52.00,3.94,0.9807,1,7,n,,,
100Q1,3531015472,陳尚志診所                                                  ,診所                ,60.00,4.08,1.0000,1,9,n,,,
100Q1,3531015865,憲安診所                                                    ,診所                ,74.00,3.97,1.0000,1,9,n,,,
100Q1,1531010108,蕭中正醫院                                                  ,地區醫院            ,122.00,3.55,0.9918,1,21,n,,,
100Q1,1131010011,醫療財團法人徐元智先生醫藥基金會亞東紀念醫院                ,醫學中心            ,360.00,4.09,0.9777,6,48,y,y,,
100Q1,3531025361,仁暉診所                                                    ,診所                ,87.00,4.11,1.0000,3,11,y,,,
100Q1,3531025085,江生診所                                                    ,診所                ,96.00,3.91,0.9791,2,12,n,,,
100Q1,1531020122,宏仁醫院                                                    ,地區醫院            ,139.00,3.98,1.0000,3,17,n,,,
100Q1,1531021174,祐民醫院                                                    ,地區醫院            ,41.00,3.89,1.0000,1,6,n,,,
100Q1,3531024711,康全診所                                                    ,診所                ,139.00,3.97,1.0000,2,15,n,,,
100Q1,3531022333,德澤診所                                                    ,診所                ,98.00,4.13,0.9693,1,12,n,,,
100Q1,3531024640,輝德診所                                                    ,診所                ,80.00,4.18,1.0000,1,12,n,,,
100Q1,1231030015,天主教耕莘醫療財團法人永和耕莘醫院                          ,地區醫院            ,114.00,3.93,1.0000,2,16,y,y,,
100Q1,3531033916,睿康診所                                                    ,診所                ,105.00,3.77,1.0000,1,12,y,y,,
100Q1,3531031752,戴良恭診所                                                  ,診所                ,141.00,3.98,0.9716,2,13,n,,,
100Q1,1531040259,中祥醫院                                                    ,地區醫院            ,83.00,3.81,1.0000,1,11,n,,,
100Q1,3531044286,承安聯合診所                                                ,診所                ,107.00,3.99,0.9532,2,12,n,y,,
100Q1,3531043823,欣禾診所                                                    ,診所                ,140.00,3.90,0.9785,2,14,n,,,
100Q1,1331040513,衛生福利部雙和醫院〈委託臺北醫學大學興建經營〉              ,區域醫院            ,204.00,3.98,0.9362,5,35,y,,,
100Q1,1231050017,天主教耕莘醫療財團法人耕莘醫院                              ,區域醫院            ,186.00,3.83,1.0000,5,23,y,y,,
100Q1,1531050077,同仁醫院                                                    ,地區醫院            ,127.00,3.90,0.9842,1,18,n,,,
100Q1,1131050515,佛教慈濟醫療財團法人台北慈濟醫院                            ,區域醫院            ,293.00,3.34,0.9624,5,43,y,y,,
100Q1,3531053285,國城診所                                                    ,診所                ,118.00,3.86,0.9915,1,15,n,,,
100Q1,3531065141,安庚內科診所                                                ,診所                ,60.00,3.92,1.0000,1,10,n,y,,
100Q1,3531063567,安新診所                                                    ,診所                ,76.00,4.01,0.9605,1,8,n,,,
100Q1,3531061214,志豪診所                                                    ,診所                ,102.00,3.93,0.9411,2,10,n,,,
100Q1,3531064591,祥佑診所                                                    ,診所                ,64.00,4.46,1.0000,1,8,n,,,
100Q1,3531063870,新庚診所                                                    ,診所                ,107.00,3.87,0.9813,1,13,y,,,
100Q1,1531060180,新泰綜合醫院                                                ,地區醫院            ,87.00,4.26,1.0000,1,10,y,,,
100Q1,0131060029,衛生福利部臺北醫院                                          ,區域醫院            ,158.00,3.26,0.9556,2,16,y,y,,
100Q1,0131060010,衛生福利部樂生療養院                                        ,地區醫院            ,63.00,3.94,1.0000,1,7,n,,,
100Q1,1531071030,仁愛醫院                                                    ,地區醫院            ,108.00,3.99,0.9907,1,12,n,,,
100Q1,3531072208,家祥診所                                                    ,診所                ,83.00,3.99,1.0000,1,15,n,,,
100Q1,3531081609,幸安診所                                                    ,診所                ,76.00,3.99,1.0000,1,9,n,,,
100Q1,1131090019,行天宮醫療志業醫療財團法人恩主公醫院                        ,區域醫院            ,193.00,3.49,0.9844,3,25,y,,,
100Q1,3531091729,慧安診所                                                    ,診所                ,67.00,4.16,1.0000,1,7,y,,,
100Q1,1531100027,公祥醫院                                                    ,地區醫院            ,75.00,3.91,1.0000,1,10,n,,,
100Q1,3531104965,怡安診所                                                    ,診所                ,68.00,3.92,1.0000,1,8,n,,,
100Q1,1131100010,財團法人基督長老教會馬偕紀念醫院淡水分院                    ,醫學中心            ,165.00,3.94,0.9393,5,28,y,y,,
100Q1,3531112627,世康診所                                                    ,診所                ,83.00,3.84,0.9759,2,10,n,,,
100Q1,3531111077,東暉診所                                                    ,診所                ,96.00,3.94,1.0000,1,10,n,,,
100Q1,1131110516,國泰醫療財團法人汐止國泰綜合醫院                            ,區域醫院            ,147.00,3.84,0.9591,3,21,y,y,,
100Q1,3531132816,元佳診所                                                    ,診所                ,96.00,4.13,1.0000,1,11,n,,,
100Q1,3531132469,元福診所                                                    ,診所                ,74.00,4.06,1.0000,1,8,y,,,
100Q1,3531132414,廣泉診所                                                    ,診所                ,55.00,3.87,0.9636,1,7,n,,,
100Q1,3531142456,仁美診所                                                    ,診所                ,85.00,4.00,1.0000,1,14,n,,,
100Q1,3531140774,集賢內科診所                                                ,診所                ,159.00,3.95,0.9308,2,19,n,,,
100Q1,3531161540,宏明診所                                                    ,診所                ,67.00,4.08,0.9552,1,10,n,,,
100Q1,3532015770,全安診所                                                    ,診所                ,146.00,3.95,1.0000,3,20,n,,,
100Q1,3532014380,安慧診所                                                    ,診所                ,52.00,3.88,0.9615,1,7,y,,,
100Q1,3532015814,桃安診所                                                    ,診所                ,45.00,4.04,0.9777,1,5,n,,,
100Q1,3532012591,桃庚聯合診所                                                ,診所                ,125.00,3.92,0.9920,2,17,y,y,,
100Q1,1532010120,桃新醫院                                                    ,地區醫院            ,59.00,3.81,0.9830,1,8,y,,,
100Q1,1232010026,財團法人天主教聖保祿修女會醫院                              ,區域醫院            ,119.00,3.65,1.0000,2,16,y,y,,
100Q1,3532011441,惠民診所                                                    ,診所                ,52.00,4.00,1.0000,1,5,n,,,
100Q1,0632010014,臺北榮民總醫院桃園分院                                      ,區域醫院            ,66.00,3.72,0.9393,1,38,y,,,
100Q1,0132010014,衛生福利部桃園醫院                                          ,區域醫院            ,248.00,4.02,1.0000,4,31,y,y,,
100Q1,3532015136,鑫庚內科診所                                                ,診所                ,118.00,3.96,1.0000,2,15,y,y,,
100Q1,3532025338,中庚診所                                                    ,診所                ,63.00,3.91,0.9682,1,8,n,,,
100Q1,3532026040,中慎診所                                                    ,診所                ,192.00,3.72,0.9739,2,22,n,,,
100Q1,1532021310,仁祥醫院                                                    ,診所                ,102.00,4.03,0.9901,1,9,n,,,
100Q1,3532025392,宏元診所                                                    ,診所                ,57.00,3.83,1.0000,,8,n,,,
100Q1,1532020215,祐民醫院                                                    ,地區醫院            ,54.00,3.82,0.9814,1,7,n,,,
100Q1,1532020180,新國民醫院                                                  ,地區醫院            ,61.00,3.94,0.9508,1,7,y,y,,
100Q1,3532025463,榮元診所                                                    ,診所                ,71.00,3.85,0.9859,2,9,y,,,
100Q1,3532022220,懷寧內科診所                                                ,診所                ,55.00,3.77,1.0000,,8,y,,,
100Q1,3532031890,安馨大溪診所                                                ,診所                ,65.00,3.94,1.0000,1,8,n,,,
100Q1,1532040039,天成醫院                                                    ,地區醫院            ,132.00,3.97,1.0000,2,18,y,,,
100Q1,1532040066,怡仁綜合醫院                                                ,地區醫院            ,101.00,3.74,0.9603,1,10,n,,,
100Q1,3532042026,家誼診所                                                    ,診所                ,54.00,3.98,0.9814,1,7,n,,,
100Q1,3532051981,安禾診所                                                    ,診所                ,92.00,3.99,1.0000,1,10,y,y,,
100Q1,3532072177,安庚內科診所                                                ,診所                ,41.00,4.01,0.8780,1,9,n,,,
100Q1,1132070011,長庚醫療財團法人林口長庚紀念醫院                            ,醫學中心            ,287.00,4.00,0.9825,14,84,y,y,,
100Q1,1132071036,長庚醫療財團法人桃園長庚紀念醫院                            ,地區醫院            ,814.00,4.04,0.9766,11,95,y,,,
100Q1,1132071036,長庚醫療財團法人桃園長庚紀念醫院                            ,地區醫院            ,64.00,3.81,0.9687,11,95,y,,,
100Q1,3532080731,聖文診所                                                    ,診所                ,61.00,3.78,0.9508,1,,n,n,,
100Q1,3532082422,德禾診所                                                    ,診所                ,78.00,3.87,1.0000,1,9,y,y,,
100Q1,0532090029,國軍桃園總醫院附設民眾診療服務處                            ,區域醫院            ,96.00,3.62,1.0000,2,16,y,,,
100Q1,1532101091,陽明醫院                                                    ,地區醫院            ,139.00,4.04,0.9856,3,16,y,y,,
100Q1,1532100049,壢新醫院                                                    ,區域醫院            ,248.00,3.81,1.0000,3,37,y,y,,
100Q1,0132110519,衛生福利部桃園醫院新屋分院                                  ,地區醫院            ,75.00,3.66,0.9600,1,8,y,,,
100Q1,3533031689,安慎診所                                                    ,診所                ,114.00,3.95,0.9736,1,16,y,,,
100Q1,3533031910,康健診所                                                    ,診所                ,51.00,3.97,0.9607,2,11,n,,,
100Q1,0633030010,臺北榮民總醫院新竹分院                                      ,地區醫院            ,81.00,3.92,0.9753,2,11,y,y,,
